transaction_id,timestamp,num_items,total_amount,payment_type
129322,2025-07-21 03:11:30,1,4.26,Debit Card
129323,2025-07-21 16:36:47,4,17.12,Debit Card
129324,2025-07-21 16:37:56,1,6.33,Credit Card
129325,2025-07-21 18:29:33,1,6.82,Mobile Pay
129326,2025-07-21 11:05:22,1,6.89,Debit Card
129327,2025-07-21 18:28:11,3,12.67,Credit Card
129328,2025-07-21 20:59:46,3,15.12,Debit Card
129329,2025-07-21 16:51:43,4,19.47,Credit Card
129330,2025-07-21 05:33:22,1,2.12,Credit Card
129331,2025-07-21 03:45:03,3,17.38,Mobile Pay
129332,2025-07-21 06:03:19,2,10.13,Credit Card
129333,2025-07-21 00:25:07,1,4.67,Credit Card
129334,2025-07-21 07:45:07,3,15.79,Cash
129335,2025-07-21 22:38:25,3,15.09,Mobile Pay
129336,2025-07-21 18:23:04,4,21.97,Mobile Pay
129337,2025-07-21 02:09:32,4,24.55,Mobile Pay
129338,2025-07-21 19:18:39,1,5.73,Cash
129339,2025-07-21 16:47:50,1,7.32,Mobile Pay
129340,2025-07-21 04:26:32,2,13.3,Mobile Pay
129341,2025-07-21 23:51:37,4,21.59,Mobile Pay
129342,2025-07-21 02:00:37,3,16.88,Credit Card
129343,2025-07-21 10:22:24,1,3.12,Mobile Pay
129344,2025-07-21 00:47:59,1,3.94,Credit Card
129345,2025-07-21 19:06:13,4,15.31,Mobile Pay
129346,2025-07-21 15:58:24,1,3.66,Mobile Pay
129347,2025-07-21 00:32:53,3,15.63,Cash
129348,2025-07-21 04:41:00,2,10.87,Mobile Pay
129349,2025-07-21 01:46:54,1,6.24,Debit Card
129350,2025-07-21 21:46:05,4,18.24,Mobile Pay
129351,2025-07-21 15:10:57,2,8.28,Debit Card
129352,2025-07-21 04:17:31,1,5.9,Mobile Pay
129353,2025-07-21 11:03:22,4,19.0,Credit Card
129354,2025-07-21 19:59:21,3,13.81,Debit Card
129355,2025-07-21 17:34:09,2,15.62,Mobile Pay
129356,2025-07-21 06:55:17,3,13.21,Cash
129357,2025-07-21 22:39:05,1,6.11,Cash
129358,2025-07-21 23:34:32,2,11.45,Credit Card
129359,2025-07-21 20:34:16,1,4.74,Mobile Pay
129360,2025-07-21 20:06:30,1,3.74,Cash
129361,2025-07-21 08:49:20,4,19.4,Mobile Pay
129362,2025-07-21 07:31:38,4,16.02,Credit Card
129363,2025-07-21 23:14:16,2,13.82,Mobile Pay
129364,2025-07-21 06:55:59,1,4.57,Mobile Pay
129365,2025-07-21 12:16:31,2,13.13,Mobile Pay
129366,2025-07-21 00:33:24,4,21.5,Debit Card
129367,2025-07-21 17:51:39,4,20.49,Credit Card
129368,2025-07-21 17:25:07,1,6.27,Cash
129369,2025-07-21 01:44:51,4,23.4,Cash
129370,2025-07-21 13:27:08,2,11.01,Mobile Pay
129371,2025-07-21 10:17:36,1,3.36,Mobile Pay
129372,2025-07-21 16:11:04,1,4.18,Cash
129373,2025-07-21 18:20:27,2,8.96,Mobile Pay
129374,2025-07-21 19:15:29,3,16.38,Cash
129375,2025-07-21 22:56:35,2,10.2,Credit Card
129376,2025-07-21 21:06:36,2,10.5,Debit Card
129377,2025-07-21 22:43:35,1,3.49,Mobile Pay
129378,2025-07-21 06:27:08,3,13.37,Cash
129379,2025-07-21 15:09:54,4,21.12,Cash
129380,2025-07-21 21:34:41,2,13.91,Credit Card
129381,2025-07-21 09:54:16,3,16.63,Debit Card
129382,2025-07-21 15:10:01,1,6.92,Debit Card
129383,2025-07-21 18:15:30,2,8.17,Debit Card
129384,2025-07-21 15:17:50,1,7.8,Mobile Pay
129385,2025-07-21 00:02:50,4,17.78,Credit Card
129386,2025-07-21 18:38:44,2,8.26,Cash
129387,2025-07-21 18:39:23,3,11.94,Cash
129388,2025-07-21 10:44:54,3,14.77,Cash
129389,2025-07-21 13:48:07,3,14.47,Mobile Pay
129390,2025-07-21 10:40:54,4,20.02,Credit Card
129391,2025-07-21 19:09:35,1,3.77,Debit Card
129392,2025-07-21 23:03:48,2,7.17,Mobile Pay
129393,2025-07-21 06:57:23,2,10.45,Credit Card
129394,2025-07-21 08:41:43,4,19.78,Credit Card
129395,2025-07-21 08:23:30,4,16.11,Credit Card
129396,2025-07-21 22:21:13,3,17.55,Mobile Pay
129397,2025-07-21 15:58:59,3,15.42,Credit Card
129398,2025-07-21 08:32:19,1,3.55,Cash
129399,2025-07-21 15:45:18,1,3.52,Mobile Pay
129400,2025-07-21 00:05:01,3,13.77,Cash
129401,2025-07-21 11:06:30,4,15.84,Debit Card
129402,2025-07-21 13:38:15,3,13.27,Mobile Pay
129403,2025-07-21 18:49:43,4,19.91,Debit Card
129404,2025-07-21 13:53:49,1,6.07,Cash
129405,2025-07-21 07:00:25,4,23.72,Credit Card
129406,2025-07-21 07:57:30,4,24.33,Credit Card
129407,2025-07-21 18:21:04,4,24.88,Cash
129408,2025-07-21 06:28:49,1,6.44,Debit Card
129409,2025-07-21 08:02:24,3,12.85,Credit Card
129410,2025-07-21 22:01:27,2,9.36,Cash
129411,2025-07-21 04:34:27,4,19.14,Credit Card
129412,2025-07-21 20:27:48,1,2.59,Mobile Pay
129413,2025-07-21 04:34:12,2,7.82,Mobile Pay
129414,2025-07-21 01:43:43,4,19.46,Cash
129415,2025-07-21 05:39:42,3,16.33,Cash
129416,2025-07-21 15:26:01,1,5.8,Credit Card
129417,2025-07-21 08:49:19,4,23.45,Credit Card
129418,2025-07-21 14:59:02,4,20.99,Cash
129419,2025-07-21 17:18:15,4,20.05,Cash
129420,2025-07-21 07:50:27,3,14.59,Cash
129421,2025-07-21 17:28:00,2,10.68,Cash
129422,2025-07-21 01:39:28,2,6.37,Debit Card
129423,2025-07-21 15:38:26,3,15.52,Cash
129424,2025-07-21 22:24:40,3,14.72,Credit Card
129425,2025-07-21 09:17:03,1,3.99,Mobile Pay
129426,2025-07-21 21:16:17,3,17.11,Mobile Pay
129427,2025-07-21 20:09:02,2,8.59,Cash
129428,2025-07-21 04:31:52,3,16.05,Credit Card
129429,2025-07-21 22:17:53,3,11.21,Debit Card
129430,2025-07-21 20:03:04,2,9.46,Credit Card
129431,2025-07-21 02:04:30,2,11.31,Mobile Pay
129432,2025-07-21 09:19:47,2,10.26,Mobile Pay
129433,2025-07-21 22:10:59,2,10.89,Mobile Pay
129434,2025-07-21 05:54:19,3,16.66,Debit Card
129435,2025-07-21 13:28:57,4,24.9,Debit Card
129436,2025-07-21 07:52:58,3,14.98,Debit Card
129437,2025-07-21 09:30:55,2,9.61,Cash
129438,2025-07-21 16:40:13,2,7.23,Mobile Pay
129439,2025-07-21 23:27:55,2,7.37,Credit Card
129440,2025-07-21 21:06:42,2,7.78,Mobile Pay
129441,2025-07-21 06:59:46,2,11.48,Debit Card
129442,2025-07-21 18:38:04,4,18.69,Cash
129443,2025-07-21 01:41:26,4,17.64,Credit Card
129444,2025-07-21 16:27:15,4,19.44,Mobile Pay
129445,2025-07-21 08:31:39,4,24.42,Mobile Pay
129446,2025-07-21 06:48:42,1,2.32,Credit Card
129447,2025-07-21 11:44:54,4,21.87,Cash
129448,2025-07-21 05:14:07,1,2.64,Debit Card
129449,2025-07-21 11:32:03,1,5.76,Credit Card
129450,2025-07-21 07:15:20,4,25.55,Credit Card
129451,2025-07-21 20:11:25,3,19.63,Debit Card
129452,2025-07-21 19:46:34,4,20.77,Debit Card
129453,2025-07-22 04:07:08,4,19.64,Cash
129454,2025-07-22 08:25:32,4,18.56,Cash
129455,2025-07-22 11:13:19,2,11.67,Credit Card
129456,2025-07-22 06:03:49,4,24.29,Cash
129457,2025-07-22 17:44:05,3,14.85,Credit Card
129458,2025-07-22 14:23:47,1,3.87,Cash
129459,2025-07-22 11:55:51,1,7.14,Credit Card
129460,2025-07-22 03:14:01,3,15.17,Credit Card
129461,2025-07-22 20:47:17,2,11.03,Mobile Pay
129462,2025-07-22 13:00:49,2,10.6,Credit Card
129463,2025-07-22 16:30:01,2,11.27,Mobile Pay
129464,2025-07-22 02:48:33,2,8.72,Debit Card
129465,2025-07-22 22:31:48,1,6.14,Mobile Pay
129466,2025-07-22 06:00:19,4,17.87,Credit Card
129467,2025-07-22 00:10:38,1,3.74,Credit Card
129468,2025-07-22 14:44:08,1,3.16,Cash
129469,2025-07-22 09:42:37,3,16.16,Credit Card
129470,2025-07-22 14:30:55,3,12.85,Debit Card
129471,2025-07-22 13:34:44,2,9.81,Credit Card
129472,2025-07-22 11:19:36,1,4.35,Credit Card
129473,2025-07-22 11:20:49,3,14.26,Cash
129474,2025-07-22 06:58:13,3,16.06,Credit Card
129475,2025-07-22 00:41:35,1,3.15,Cash
129476,2025-07-22 12:39:53,3,17.5,Credit Card
129477,2025-07-22 06:02:37,1,3.3,Cash
129478,2025-07-22 07:06:51,2,11.56,Cash
129479,2025-07-22 08:32:00,1,5.53,Mobile Pay
129480,2025-07-22 07:38:06,3,12.83,Mobile Pay
129481,2025-07-22 00:03:45,2,12.9,Cash
129482,2025-07-22 02:42:49,1,3.37,Mobile Pay
129483,2025-07-22 00:49:45,3,14.2,Mobile Pay
129484,2025-07-22 05:12:04,4,21.04,Debit Card
129485,2025-07-22 07:14:17,1,3.14,Debit Card
129486,2025-07-22 12:48:08,4,19.89,Cash
129487,2025-07-22 22:11:08,4,12.18,Credit Card
129488,2025-07-22 22:03:02,4,20.78,Credit Card
129489,2025-07-22 07:08:02,2,5.33,Cash
129490,2025-07-22 12:02:44,2,11.07,Debit Card
129491,2025-07-22 00:43:56,1,5.99,Mobile Pay
129492,2025-07-22 07:01:40,2,10.59,Mobile Pay
129493,2025-07-22 20:22:56,1,4.84,Credit Card
129494,2025-07-22 20:50:30,3,13.18,Mobile Pay
129495,2025-07-22 08:27:02,1,3.55,Cash
129496,2025-07-22 10:51:12,3,13.26,Debit Card
129497,2025-07-22 21:23:18,1,3.43,Cash
129498,2025-07-22 10:05:29,2,7.75,Mobile Pay
129499,2025-07-22 07:52:57,4,23.38,Credit Card
129500,2025-07-22 03:37:07,2,11.76,Cash
129501,2025-07-22 02:22:54,3,10.16,Cash
129502,2025-07-22 02:48:40,1,2.73,Cash
129503,2025-07-22 17:53:33,4,18.63,Debit Card
129504,2025-07-22 09:36:26,3,15.11,Debit Card
129505,2025-07-22 02:37:40,3,18.31,Credit Card
129506,2025-07-22 15:28:55,1,7.55,Debit Card
129507,2025-07-22 05:37:47,4,22.59,Cash
129508,2025-07-22 02:49:39,1,5.26,Cash
129509,2025-07-22 19:25:51,4,24.19,Debit Card
129510,2025-07-22 21:51:05,1,6.33,Cash
129511,2025-07-22 23:05:54,2,6.98,Cash
129512,2025-07-22 10:30:23,1,7.59,Mobile Pay
129513,2025-07-22 11:02:55,3,11.19,Credit Card
129514,2025-07-22 06:24:30,4,23.12,Mobile Pay
129515,2025-07-22 19:52:27,2,7.61,Cash
129516,2025-07-22 16:18:53,4,27.02,Credit Card
129517,2025-07-22 14:50:07,3,11.45,Credit Card
129518,2025-07-22 21:04:51,3,12.12,Credit Card
129519,2025-07-22 14:14:52,3,11.82,Mobile Pay
129520,2025-07-22 15:53:07,3,15.9,Debit Card
129521,2025-07-22 22:50:23,2,9.91,Debit Card
129522,2025-07-22 02:16:42,4,18.78,Cash
129523,2025-07-22 14:06:10,4,19.6,Mobile Pay
129524,2025-07-22 18:47:20,2,7.08,Cash
129525,2025-07-22 16:23:26,2,10.32,Credit Card
129526,2025-07-22 02:51:03,2,8.56,Debit Card
129527,2025-07-22 13:28:55,3,13.01,Cash
129528,2025-07-22 04:01:53,2,7.81,Cash
129529,2025-07-22 03:03:46,4,19.65,Debit Card
129530,2025-07-22 05:11:47,1,4.86,Debit Card
129531,2025-07-22 16:13:56,1,5.07,Cash
129532,2025-07-22 15:48:26,4,20.19,Debit Card
129533,2025-07-22 01:05:40,4,22.89,Debit Card
129534,2025-07-22 23:30:23,1,6.22,Cash
129535,2025-07-22 12:21:16,3,15.7,Cash
129536,2025-07-22 21:16:58,1,4.85,Cash
129537,2025-07-22 16:23:04,4,18.98,Credit Card
129538,2025-07-22 04:52:33,4,22.99,Credit Card
129539,2025-07-22 09:25:46,1,4.96,Cash
129540,2025-07-22 15:52:09,3,17.59,Credit Card
129541,2025-07-22 10:56:17,3,11.67,Cash
129542,2025-07-22 03:19:56,1,4.21,Cash
129543,2025-07-22 07:39:20,2,6.47,Cash
129544,2025-07-22 08:51:34,4,20.88,Mobile Pay
129545,2025-07-22 22:22:09,4,20.97,Mobile Pay
129546,2025-07-22 01:36:41,4,15.14,Credit Card
129547,2025-07-22 07:08:53,3,15.47,Debit Card
129548,2025-07-22 19:05:47,4,21.55,Cash
129549,2025-07-22 07:13:54,4,20.81,Credit Card
129550,2025-07-22 22:47:41,4,19.88,Credit Card
129551,2025-07-22 08:00:55,3,15.0,Mobile Pay
129552,2025-07-22 02:37:51,1,2.47,Credit Card
129553,2025-07-22 22:01:33,1,4.48,Mobile Pay
129554,2025-07-22 06:35:35,1,2.9,Mobile Pay
129555,2025-07-22 09:33:33,1,4.65,Debit Card
129556,2025-07-22 18:25:16,4,13.52,Debit Card
129557,2025-07-22 12:54:55,1,5.97,Mobile Pay
129558,2025-07-22 00:23:08,3,14.33,Mobile Pay
129559,2025-07-22 15:32:47,4,20.01,Mobile Pay
129560,2025-07-22 14:35:32,1,3.22,Cash
129561,2025-07-22 16:20:25,2,8.09,Credit Card
129562,2025-07-22 04:38:22,3,10.71,Mobile Pay
129563,2025-07-22 04:49:44,1,4.93,Cash
129564,2025-07-22 07:38:37,3,14.69,Credit Card
129565,2025-07-22 05:50:45,2,9.75,Mobile Pay
129566,2025-07-22 07:30:31,4,18.91,Mobile Pay
129567,2025-07-22 06:16:59,2,8.21,Mobile Pay
129568,2025-07-22 06:52:46,3,13.1,Cash
129569,2025-07-22 20:14:18,1,5.15,Debit Card
129570,2025-07-22 09:39:13,4,21.33,Debit Card
129571,2025-07-22 22:54:22,2,10.17,Credit Card
129572,2025-07-22 15:56:58,1,6.19,Cash
129573,2025-07-22 13:38:36,4,22.77,Cash
129574,2025-07-22 02:12:40,2,13.64,Mobile Pay
129575,2025-07-22 10:09:07,1,5.71,Cash
129576,2025-07-22 02:42:32,4,19.47,Credit Card
129577,2025-07-22 19:42:31,4,16.85,Cash
129578,2025-07-22 10:49:55,3,13.2,Mobile Pay
129579,2025-07-22 19:56:40,2,10.95,Mobile Pay
129580,2025-07-22 17:59:02,4,17.99,Credit Card
129581,2025-07-22 04:20:49,4,25.01,Credit Card
129582,2025-07-22 23:17:59,2,14.3,Cash
129583,2025-07-22 16:13:17,3,12.8,Credit Card
129584,2025-07-22 15:16:41,3,13.35,Credit Card
129585,2025-07-22 10:47:57,1,5.77,Debit Card
129586,2025-07-22 08:25:28,3,16.73,Credit Card
129587,2025-07-22 15:45:57,2,8.16,Credit Card
129588,2025-07-22 08:26:33,1,5.98,Credit Card
129589,2025-07-22 21:53:18,4,15.0,Credit Card
129590,2025-07-22 05:00:47,4,21.97,Debit Card
129591,2025-07-22 22:44:41,2,7.96,Debit Card
129592,2025-07-22 10:10:43,1,4.33,Debit Card
129593,2025-07-22 08:04:22,3,16.03,Cash
129594,2025-07-22 17:43:29,4,18.49,Credit Card
129595,2025-07-22 18:10:37,1,4.25,Credit Card
129596,2025-07-22 19:47:23,4,26.11,Mobile Pay
129597,2025-07-22 13:57:18,3,13.89,Cash
129598,2025-07-22 23:49:33,1,5.98,Debit Card
129599,2025-07-22 06:11:29,3,17.42,Credit Card
129600,2025-07-22 10:23:05,3,12.43,Debit Card
129601,2025-07-22 06:31:12,2,6.8,Cash
129602,2025-07-22 20:12:33,1,2.3,Credit Card
129603,2025-07-22 00:36:59,4,20.79,Credit Card
129604,2025-07-22 13:05:33,3,13.39,Credit Card
129605,2025-07-22 07:23:40,1,6.19,Credit Card
129606,2025-07-22 16:33:31,3,13.33,Cash
129607,2025-07-22 17:04:48,3,13.21,Cash
129608,2025-07-22 06:27:17,1,6.95,Debit Card
129609,2025-07-22 22:42:50,2,9.41,Debit Card
129610,2025-07-22 19:00:30,3,15.95,Cash
129611,2025-07-22 20:45:26,1,3.05,Mobile Pay
129612,2025-07-22 17:50:39,4,21.2,Debit Card
129613,2025-07-22 19:01:22,1,5.99,Debit Card
129614,2025-07-22 03:38:07,4,20.16,Mobile Pay
129615,2025-07-22 22:04:51,4,21.02,Credit Card
129616,2025-07-22 17:31:24,2,7.31,Credit Card
129617,2025-07-22 22:20:41,1,5.23,Mobile Pay
129618,2025-07-22 16:36:16,1,4.43,Debit Card
129619,2025-07-22 23:44:34,3,14.79,Mobile Pay
129620,2025-07-22 17:48:32,1,2.62,Mobile Pay
129621,2025-07-22 13:14:13,3,15.19,Mobile Pay
129622,2025-07-22 02:34:14,4,18.71,Cash
129623,2025-07-22 11:23:37,2,5.64,Mobile Pay
129624,2025-07-22 12:40:14,4,19.47,Mobile Pay
129625,2025-07-22 06:50:56,3,18.74,Debit Card
129626,2025-07-22 23:47:39,4,25.15,Debit Card
129627,2025-07-22 17:17:53,4,14.73,Mobile Pay
129628,2025-07-22 09:52:41,2,7.51,Cash
129629,2025-07-22 08:02:39,1,6.41,Mobile Pay
129630,2025-07-22 02:32:33,4,17.09,Credit Card
129631,2025-07-22 06:23:53,2,8.85,Debit Card
129632,2025-07-22 20:57:41,3,17.23,Credit Card
129633,2025-07-22 09:48:09,2,12.62,Cash
129634,2025-07-22 04:31:14,3,17.42,Debit Card
129635,2025-07-22 00:43:03,4,23.75,Cash
129636,2025-07-22 05:25:36,2,7.03,Credit Card
129637,2025-07-22 04:22:04,4,26.65,Cash
129638,2025-07-22 23:15:14,3,19.01,Cash
129639,2025-07-22 20:28:12,4,26.29,Cash
129640,2025-07-22 03:00:19,3,16.05,Debit Card
129641,2025-07-22 14:33:47,1,3.76,Debit Card
129642,2025-07-22 07:30:47,1,7.94,Mobile Pay
129643,2025-07-22 17:10:41,1,7.48,Debit Card
129644,2025-07-22 04:20:38,3,15.48,Debit Card
129645,2025-07-22 14:35:47,3,14.52,Mobile Pay
129646,2025-07-22 20:12:38,4,19.32,Mobile Pay
129647,2025-07-22 11:55:41,1,6.0,Debit Card
129648,2025-07-22 09:29:01,1,5.39,Cash
129649,2025-07-22 06:33:04,4,17.42,Cash
129650,2025-07-22 07:38:30,3,21.04,Cash
129651,2025-07-22 14:05:33,4,17.05,Mobile Pay
129652,2025-07-22 07:17:40,2,9.49,Cash
129653,2025-07-22 23:05:57,1,6.2,Credit Card
129654,2025-07-22 19:55:56,4,14.74,Debit Card
129655,2025-07-22 12:08:47,4,24.01,Debit Card
129656,2025-07-22 13:41:48,4,16.23,Credit Card
129657,2025-07-22 22:22:21,1,3.96,Mobile Pay
129658,2025-07-22 12:59:55,1,2.54,Credit Card
129659,2025-07-22 02:13:02,2,11.29,Debit Card
129660,2025-07-22 15:14:16,3,13.28,Credit Card
129661,2025-07-22 03:43:18,4,16.84,Mobile Pay
129662,2025-07-22 15:46:27,4,21.09,Mobile Pay
129663,2025-07-22 12:31:03,4,20.44,Debit Card
129664,2025-07-22 02:07:38,4,16.97,Cash
129665,2025-07-22 16:27:49,1,3.51,Cash
129666,2025-07-22 02:37:58,4,15.61,Mobile Pay
129667,2025-07-22 01:29:29,3,11.87,Cash
129668,2025-07-22 21:08:29,2,13.01,Cash
129669,2025-07-22 17:37:54,3,15.19,Mobile Pay
129670,2025-07-22 10:21:12,4,20.38,Cash
129671,2025-07-22 16:41:48,2,10.79,Mobile Pay
129672,2025-07-22 09:13:08,2,7.5,Credit Card
129673,2025-07-22 14:51:34,2,9.67,Credit Card
129674,2025-07-22 08:32:30,1,3.7,Debit Card
129675,2025-07-22 00:36:22,2,10.68,Cash
129676,2025-07-22 14:50:47,4,14.57,Mobile Pay
129677,2025-07-22 03:44:13,3,15.66,Debit Card
129678,2025-07-22 10:05:26,1,3.45,Debit Card
129679,2025-07-22 05:54:30,1,2.75,Mobile Pay
129680,2025-07-22 10:33:15,1,4.1,Debit Card
129681,2025-07-22 14:26:01,1,3.76,Cash
129682,2025-07-22 05:10:01,3,12.49,Cash
129683,2025-07-22 03:56:15,2,9.11,Debit Card
129684,2025-07-22 15:14:29,3,15.33,Cash
129685,2025-07-22 02:07:17,1,5.11,Mobile Pay
129686,2025-07-22 15:30:09,2,7.79,Credit Card
129687,2025-07-22 05:35:48,4,21.7,Cash
129688,2025-07-22 02:57:04,1,7.42,Cash
129689,2025-07-22 22:29:57,4,23.97,Mobile Pay
129690,2025-07-22 20:33:25,4,19.43,Mobile Pay
129691,2025-07-22 07:39:17,3,13.71,Debit Card
129692,2025-07-22 01:50:48,4,15.67,Mobile Pay
129693,2025-07-22 17:28:32,2,11.1,Mobile Pay
129694,2025-07-22 19:16:51,4,18.54,Credit Card
129695,2025-07-22 23:37:41,1,3.63,Credit Card
129696,2025-07-22 19:27:16,2,8.73,Mobile Pay
129697,2025-07-22 19:00:12,1,6.02,Debit Card
129698,2025-07-22 17:51:30,2,9.27,Cash
129699,2025-07-22 14:49:45,3,11.21,Credit Card
129700,2025-07-22 07:56:03,2,6.7,Debit Card
129701,2025-07-22 04:08:34,1,2.28,Debit Card
129702,2025-07-22 11:05:23,1,3.74,Credit Card
129703,2025-07-22 09:10:53,4,15.59,Mobile Pay
129704,2025-07-22 16:31:01,1,3.75,Mobile Pay
129705,2025-07-22 18:36:51,3,13.99,Cash
129706,2025-07-22 22:31:02,2,9.57,Mobile Pay
129707,2025-07-22 14:45:48,4,21.05,Credit Card
129708,2025-07-22 04:46:37,3,13.19,Debit Card
129709,2025-07-22 09:51:09,3,15.16,Debit Card
129710,2025-07-22 01:53:05,4,20.06,Cash
129711,2025-07-22 03:15:03,4,17.53,Credit Card
129712,2025-07-22 05:06:38,2,12.67,Cash
129713,2025-07-22 23:55:56,4,25.33,Cash
129714,2025-07-22 08:01:15,3,12.71,Mobile Pay
129715,2025-07-22 00:30:33,4,19.1,Debit Card
129716,2025-07-22 15:22:47,3,18.39,Cash
129717,2025-07-22 04:26:20,1,3.07,Debit Card
129718,2025-07-22 11:11:50,4,21.42,Credit Card
129719,2025-07-22 03:13:12,2,11.45,Mobile Pay
129720,2025-07-22 06:25:02,3,16.84,Debit Card
129721,2025-07-22 22:10:34,3,16.82,Mobile Pay
129722,2025-07-22 08:07:09,1,6.17,Debit Card
129723,2025-07-22 14:23:49,2,12.39,Credit Card
129724,2025-07-22 12:33:58,1,4.96,Debit Card
129725,2025-07-22 21:33:29,1,3.89,Mobile Pay
129726,2025-07-22 01:54:19,1,2.41,Cash
129727,2025-07-22 20:19:38,1,3.94,Mobile Pay
129728,2025-07-22 02:56:18,4,22.38,Debit Card
129729,2025-07-22 12:14:21,3,15.33,Mobile Pay
129730,2025-07-22 00:12:06,1,3.62,Mobile Pay
129731,2025-07-22 01:59:54,4,19.88,Mobile Pay
129732,2025-07-22 23:13:48,4,21.63,Debit Card
129733,2025-07-22 08:11:52,3,17.62,Credit Card
129734,2025-07-22 14:21:27,2,10.58,Debit Card
129735,2025-07-23 13:48:16,2,8.07,Debit Card
129736,2025-07-23 05:03:31,3,18.51,Cash
129737,2025-07-23 13:06:19,2,12.63,Debit Card
129738,2025-07-23 03:55:30,1,5.03,Credit Card
129739,2025-07-23 09:35:43,2,7.13,Debit Card
129740,2025-07-23 12:43:09,2,10.86,Cash
129741,2025-07-23 18:50:21,4,24.26,Debit Card
129742,2025-07-23 04:11:13,3,15.15,Credit Card
129743,2025-07-23 03:38:13,4,20.88,Cash
129744,2025-07-23 22:35:46,1,6.39,Debit Card
129745,2025-07-23 10:41:28,1,3.1,Cash
129746,2025-07-23 20:05:27,4,20.32,Credit Card
129747,2025-07-23 17:09:01,2,9.22,Debit Card
129748,2025-07-23 20:30:12,1,5.08,Debit Card
129749,2025-07-23 05:33:46,1,3.17,Cash
129750,2025-07-23 02:14:10,4,17.58,Mobile Pay
129751,2025-07-23 18:25:51,3,11.73,Cash
129752,2025-07-23 00:27:26,4,18.27,Credit Card
129753,2025-07-23 06:04:03,3,12.3,Cash
129754,2025-07-23 15:21:37,1,5.84,Debit Card
129755,2025-07-23 21:36:47,1,7.43,Cash
129756,2025-07-23 01:45:44,4,16.76,Credit Card
129757,2025-07-23 11:01:21,4,21.63,Cash
129758,2025-07-23 08:05:56,4,24.7,Cash
129759,2025-07-23 22:46:08,3,12.83,Credit Card
129760,2025-07-23 07:22:03,4,16.61,Mobile Pay
129761,2025-07-23 08:39:13,3,11.1,Debit Card
129762,2025-07-23 14:53:41,1,3.94,Cash
129763,2025-07-23 12:42:34,2,10.46,Cash
129764,2025-07-23 23:44:38,3,13.96,Credit Card
129765,2025-07-23 15:59:51,3,16.81,Debit Card
129766,2025-07-23 01:06:09,1,7.36,Mobile Pay
129767,2025-07-23 13:46:14,4,14.58,Credit Card
129768,2025-07-23 01:49:35,4,13.34,Debit Card
129769,2025-07-23 06:37:03,3,15.32,Mobile Pay
129770,2025-07-23 00:42:57,3,13.33,Debit Card
129771,2025-07-23 09:05:33,2,9.63,Cash
129772,2025-07-23 05:26:31,4,22.42,Credit Card
129773,2025-07-23 02:57:04,3,17.91,Mobile Pay
129774,2025-07-23 13:56:22,1,3.75,Debit Card
129775,2025-07-23 04:24:39,3,14.76,Mobile Pay
129776,2025-07-23 13:27:04,4,22.25,Debit Card
129777,2025-07-23 17:33:24,4,17.0,Credit Card
129778,2025-07-23 00:38:11,2,11.64,Debit Card
129779,2025-07-23 00:26:41,2,13.25,Credit Card
129780,2025-07-23 13:59:01,3,14.24,Mobile Pay
129781,2025-07-23 11:16:49,3,16.26,Cash
129782,2025-07-23 07:33:55,1,2.69,Credit Card
129783,2025-07-23 06:15:44,4,18.92,Credit Card
129784,2025-07-23 17:46:58,1,5.48,Debit Card
129785,2025-07-23 07:03:03,2,10.22,Mobile Pay
129786,2025-07-23 16:40:02,1,4.03,Debit Card
129787,2025-07-23 01:03:44,3,18.5,Credit Card
129788,2025-07-23 09:57:01,2,8.84,Credit Card
129789,2025-07-23 04:13:22,2,8.49,Cash
129790,2025-07-23 16:43:28,1,5.29,Mobile Pay
129791,2025-07-23 16:10:18,2,10.24,Mobile Pay
129792,2025-07-23 18:09:44,1,3.09,Mobile Pay
129793,2025-07-23 19:31:44,3,18.76,Cash
129794,2025-07-23 05:34:39,4,21.6,Mobile Pay
129795,2025-07-23 13:23:39,2,12.56,Credit Card
129796,2025-07-23 12:52:13,4,20.93,Mobile Pay
129797,2025-07-23 08:35:39,3,15.47,Credit Card
129798,2025-07-23 16:20:05,1,3.3,Credit Card
129799,2025-07-23 00:02:30,2,7.98,Credit Card
129800,2025-07-23 05:19:33,3,16.59,Cash
129801,2025-07-23 23:45:09,4,23.14,Mobile Pay
129802,2025-07-23 20:06:53,1,5.25,Debit Card
129803,2025-07-23 14:52:21,2,8.68,Mobile Pay
129804,2025-07-23 05:44:52,4,24.08,Cash
129805,2025-07-23 18:58:53,3,14.08,Debit Card
129806,2025-07-23 10:59:07,1,7.61,Cash
129807,2025-07-23 09:38:55,3,21.28,Mobile Pay
129808,2025-07-23 22:18:02,2,11.08,Debit Card
129809,2025-07-23 13:03:56,2,9.28,Credit Card
129810,2025-07-23 07:18:51,1,4.15,Mobile Pay
129811,2025-07-23 22:52:37,2,10.89,Debit Card
129812,2025-07-23 15:01:01,3,17.08,Debit Card
129813,2025-07-23 10:12:31,3,12.57,Mobile Pay
129814,2025-07-23 07:57:32,2,8.4,Debit Card
129815,2025-07-23 18:43:54,3,17.95,Mobile Pay
129816,2025-07-23 19:24:44,3,19.44,Cash
129817,2025-07-23 20:17:52,4,20.16,Debit Card
129818,2025-07-23 08:52:55,2,9.46,Cash
129819,2025-07-23 22:47:00,1,2.64,Mobile Pay
129820,2025-07-23 11:11:40,1,3.95,Cash
